ID_Comentario,Fecha,Producto,Canal_Feedback,Comentario,Rating,Cliente_Tipo,Región,Sentimiento_Clasificado,Tema_Principal_Extraído
216,2024-12-10,Crédito Hipotecario,Sucursal,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Oeste,,
217,2024-01-21,Inversión Smart,Sitio Web,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Centro,,
218,2024-06-13,Inversión Smart,Sucursal,Sistema siempre en mantenimiento cuando lo necesito,1,Nuevo,Sur,,
219,2024-10-03,Inversión Smart,Email,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Norte,,
220,2024-08-13,Crédito Hipotecario,Email,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Nuevo,Oeste,,
221,2024-02-04,Tarjeta Oro Premium,Call Center,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Centro,,
222,2024-01-23,Cuenta Digital,Email,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Existente,Centro,,
223,2024-10-11,Seguro Familiar,App Móvil,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Norte,,
224,2024-10-09,Seguro Familiar,Email,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Nuevo,Sur,,
225,2024-08-09,Tarjeta Oro Premium,Call Center,"Tasas de interés altísimas, no son competitivos para nada",2,Nuevo,Norte,,
226,2024-05-26,Cuenta Digital,Sitio Web,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Nuevo,Este,,
227,2024-10-13,Crédito Hipotecario,Email,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Existente,Oeste,,
228,2024-08-10,Cuenta Digital,Sitio Web,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Oeste,,
229,2024-08-01,Cuenta Digital,App Móvil,La interfaz del homebanking es moderna y muy segura,4,Existente,Centro,,
230,2024-03-19,Tarjeta Oro Premium,App Móvil,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Existente,Norte,,
231,2024-09-03,Tarjeta Oro Premium,App Móvil,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Existente,Norte,,
232,2024-08-01,Inversión Smart,Call Center,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Centro,,
233,2024-11-14,Crédito Hipotecario,Email,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Nuevo,Oeste,,
234,2024-08-22,Inversión Smart,Email,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Nuevo,Norte,,
235,2024-12-02,Seguro Familiar,Call Center,"La app se cuelga constantemente, es muy frustrante",2,Existente,Oeste,,
236,2024-02-24,Inversión Smart,Email,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Existente,Norte,,
237,2024-05-27,Seguro Familiar,Call Center,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Nuevo,Norte,,
238,2024-02-22,Cuenta Digital,Call Center,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Oeste,,
239,2024-07-05,Crédito Hipotecario,Sitio Web,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Centro,,
240,2024-05-27,Crédito Hipotecario,Sitio Web,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Sur,,
241,2024-03-12,Cuenta Digital,Email,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Existente,Oeste,,
242,2024-09-14,Inversión Smart,Call Center,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Este,,
243,2024-09-07,Tarjeta Oro Premium,Sitio Web,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Nuevo,Este,,
244,2024-09-26,Tarjeta Oro Premium,App Móvil,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Norte,,
245,2024-11-22,Tarjeta Oro Premium,Call Center,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Nuevo,Oeste,,
246,2024-07-26,Tarjeta Oro Premium,Call Center,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Nuevo,Este,,
247,2024-03-26,Inversión Smart,Sitio Web,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Nuevo,Norte,,
248,2024-05-07,Tarjeta Oro Premium,Email,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Este,,
249,2024-02-12,Inversión Smart,App Móvil,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Nuevo,Centro,,
250,2024-06-20,Crédito Hipotecario,App Móvil,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Este,,
251,2024-09-21,Seguro Familiar,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Oeste,,
252,2024-06-20,Cuenta Digital,Sucursal,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Este,,
253,2024-10-22,Crédito Hipotecario,Call Center,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Centro,,
254,2024-03-11,Crédito Hipotecario,Sucursal,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Oeste,,
255,2024-05-12,Cuenta Digital,Sitio Web,"Las inversiones han dado buenos resultados, plataforma confiable",5,Existente,Oeste,,
256,2024-02-05,Inversión Smart,Email,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Este,,
257,2024-03-08,Seguro Familiar,Sitio Web,Los asesores son muy profesionales y me explicaron todo claramente,4,Nuevo,Este,,
258,2024-08-13,Tarjeta Oro Premium,App Móvil,"La app se cuelga constantemente, es muy frustrante",1,Existente,Centro,,
259,2024-11-20,Tarjeta Oro Premium,Sitio Web,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Norte,,
260,2024-11-02,Tarjeta Oro Premium,Call Center,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Nuevo,Este,,
261,2024-04-02,Inversión Smart,Sitio Web,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Sur,,
262,2024-03-23,Inversión Smart,Sitio Web,"La app se cuelga constantemente, es muy frustrante",2,Existente,Oeste,,
263,2024-12-24,Seguro Familiar,App Móvil,"Cobran comisiones por todo, hasta por consultar el saldo",1,Existente,Sur,,
264,2024-02-21,Tarjeta Oro Premium,Call Center,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Centro,,
265,2024-09-24,Cuenta Digital,Sucursal,"Cobran comisiones por todo, hasta por consultar el saldo",2,Existente,Centro,,
266,2024-09-24,Crédito Hipotecario,Call Center,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Existente,Este,,
267,2024-04-02,Inversión Smart,App Móvil,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Oeste,,
268,2024-10-10,Inversión Smart,Email,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Centro,,
269,2024-01-09,Seguro Familiar,Call Center,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Norte,,
270,2024-06-27,Cuenta Digital,Email,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Oeste,,
271,2024-03-11,Cuenta Digital,Call Center,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Norte,,
272,2024-07-09,Seguro Familiar,App Móvil,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Centro,,
273,2024-08-14,Seguro Familiar,Email,"El seguro no cubre lo que prometen, puras letra pequeñas",1,Existente,Este,,
274,2024-09-07,Seguro Familiar,Sitio Web,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Nuevo,Centro,,
275,2024-03-16,Tarjeta Oro Premium,Sitio Web,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Existente,Norte,,
276,2024-12-25,Tarjeta Oro Premium,Call Center,"La app se cuelga constantemente, es muy frustrante",2,Existente,Este,,
277,2024-11-05,Tarjeta Oro Premium,Email,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Oeste,,
278,2024-02-14,Seguro Familiar,Sitio Web,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Este,,
279,2024-12-20,Seguro Familiar,Call Center,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Existente,Centro,,
280,2024-07-14,Cuenta Digital,Call Center,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Sur,,
281,2024-10-24,Seguro Familiar,App Móvil,La interfaz del homebanking es moderna y muy segura,5,Existente,Norte,,
282,2024-01-20,Crédito Hipotecario,Call Center,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Oeste,,
283,2024-11-01,Tarjeta Oro Premium,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Oeste,,
284,2024-09-07,Tarjeta Oro Premium,Email,Los asesores son muy profesionales y me explicaron todo claramente,4,Existente,Oeste,,
285,2024-04-28,Inversión Smart,Sucursal,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Oeste,,
286,2024-02-23,Tarjeta Oro Premium,Sucursal,"El servicio al cliente es pésimo, nunca contestan el teléfono",2,Nuevo,Norte,,
287,2024-07-25,Tarjeta Oro Premium,Sucursal,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Sur,,
288,2024-04-06,Inversión Smart,Sucursal,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Norte,,
289,2024-07-05,Crédito Hipotecario,Call Center,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Existente,Centro,,
290,2024-12-05,Inversión Smart,Email,"El servicio al cliente es pésimo, nunca contestan el teléfono",2,Existente,Centro,,
291,2024-08-24,Cuenta Digital,Sitio Web,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Nuevo,Este,,
292,2024-03-20,Inversión Smart,Call Center,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Existente,Norte,,
293,2024-05-01,Cuenta Digital,App Móvil,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Este,,
294,2024-12-22,Inversión Smart,App Móvil,Sistema siempre en mantenimiento cuando lo necesito,2,Existente,Oeste,,
295,2024-03-25,Cuenta Digital,App Móvil,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Norte,,
296,2024-02-12,Seguro Familiar,Sitio Web,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Nuevo,Este,,
297,2024-09-13,Inversión Smart,App Móvil,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Oeste,,
298,2024-09-06,Seguro Familiar,Call Center,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Oeste,,
299,2024-12-26,Cuenta Digital,Sucursal,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Centro,,
300,2024-03-28,Crédito Hipotecario,App Móvil,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Centro,,
301,2024-03-02,Seguro Familiar,Sitio Web,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Oeste,,
302,2024-01-06,Tarjeta Oro Premium,Sucursal,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Este,,
303,2024-01-07,Crédito Hipotecario,Call Center,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Norte,,
304,2024-02-26,Tarjeta Oro Premium,Call Center,"Perdí dinero con las inversiones, pésimo asesoramiento",1,Nuevo,Centro,,
305,2024-03-16,Inversión Smart,Email,"La app se cuelga constantemente, es muy frustrante",1,Existente,Norte,,
306,2024-05-14,Inversión Smart,Call Center,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Existente,Norte,,
307,2024-12-18,Seguro Familiar,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Este,,
308,2024-10-14,Crédito Hipotecario,Email,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Existente,Norte,,
309,2024-03-05,Tarjeta Oro Premium,Email,"La app se cuelga constantemente, es muy frustrante",1,Existente,Oeste,,
310,2024-04-06,Inversión Smart,App Móvil,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Sur,,
311,2024-06-15,Crédito Hipotecario,Email,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Sur,,
312,2024-08-13,Crédito Hipotecario,Email,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Norte,,
313,2024-05-09,Tarjeta Oro Premium,Call Center,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Centro,,
314,2024-08-02,Cuenta Digital,App Móvil,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Sur,,
315,2024-05-23,Inversión Smart,Sucursal,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Nuevo,Centro,,
316,2024-07-09,Cuenta Digital,App Móvil,"Cobran comisiones por todo, hasta por consultar el saldo",1,Nuevo,Centro,,
317,2024-02-22,Crédito Hipotecario,Sitio Web,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Nuevo,Sur,,
318,2024-03-12,Inversión Smart,Sucursal,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Existente,Norte,,
319,2024-11-20,Tarjeta Oro Premium,Sitio Web,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Sur,,
320,2024-05-07,Tarjeta Oro Premium,Sitio Web,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Nuevo,Sur,,
321,2024-01-03,Seguro Familiar,Email,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Este,,
322,2024-10-21,Cuenta Digital,Sitio Web,"Tasas de interés altísimas, no son competitivos para nada",2,Existente,Oeste,,
323,2024-08-17,Tarjeta Oro Premium,Email,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Nuevo,Centro,,
324,2024-07-26,Inversión Smart,Sucursal,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Norte,,
325,2024-08-21,Inversión Smart,Email,"Cobran comisiones por todo, hasta por consultar el saldo",2,Existente,Centro,,
326,2024-10-14,Crédito Hipotecario,Email,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Sur,,
327,2024-12-04,Crédito Hipotecario,App Móvil,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Sur,,
328,2024-10-08,Inversión Smart,Sitio Web,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Sur,,
329,2024-02-18,Inversión Smart,App Móvil,Documentación excesiva y procesos muy burocráticos,2,Existente,Oeste,,
330,2024-12-07,Crédito Hipotecario,Email,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Centro,,
331,2024-10-17,Inversión Smart,Email,"Atención presencial excelente, pero por teléfono son muy lentos",3,Nuevo,Norte,,
332,2024-07-26,Inversión Smart,Call Center,"Cobran comisiones por todo, hasta por consultar el saldo",2,Nuevo,Este,,
333,2024-05-05,Crédito Hipotecario,App Móvil,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Existente,Sur,,
334,2024-05-07,Inversión Smart,App Móvil,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Centro,,
335,2024-03-08,Cuenta Digital,Call Center,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Norte,,
336,2024-12-16,Inversión Smart,Email,La interfaz del homebanking es moderna y muy segura,4,Nuevo,Centro,,
337,2024-06-09,Inversión Smart,App Móvil,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Existente,Centro,,
338,2024-09-26,Cuenta Digital,Call Center,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Existente,Sur,,
339,2024-03-18,Seguro Familiar,Sucursal,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Oeste,,
340,2024-11-13,Crédito Hipotecario,Sitio Web,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Este,,
341,2024-03-04,Crédito Hipotecario,Call Center,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Norte,,
342,2024-12-01,Seguro Familiar,Email,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Sur,,
343,2024-05-12,Tarjeta Oro Premium,Sucursal,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Nuevo,Este,,
344,2024-08-13,Tarjeta Oro Premium,App Móvil,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Existente,Centro,,
345,2024-01-18,Cuenta Digital,Sucursal,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Nuevo,Este,,
346,2024-11-01,Crédito Hipotecario,Sitio Web,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Sur,,
347,2024-06-13,Cuenta Digital,Sucursal,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Centro,,
348,2024-07-08,Tarjeta Oro Premium,Email,"Las inversiones han dado buenos resultados, plataforma confiable",5,Nuevo,Este,,
349,2024-10-10,Inversión Smart,Email,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Norte,,
350,2024-08-10,Seguro Familiar,App Móvil,Documentación excesiva y procesos muy burocráticos,2,Existente,Norte,,
351,2024-08-18,Crédito Hipotecario,Call Center,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Centro,,
352,2024-11-17,Seguro Familiar,Sitio Web,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Centro,,
353,2024-04-19,Inversión Smart,Call Center,"Cobran comisiones por todo, hasta por consultar el saldo",1,Existente,Sur,,
354,2024-05-25,Crédito Hipotecario,App Móvil,"Cobran comisiones por todo, hasta por consultar el saldo",1,Existente,Este,,
355,2024-03-22,Cuenta Digital,Sitio Web,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Oeste,,
356,2024-04-20,Seguro Familiar,Sitio Web,Documentación excesiva y procesos muy burocráticos,1,Nuevo,Sur,,
357,2024-01-25,Crédito Hipotecario,Sitio Web,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Existente,Oeste,,
358,2024-03-25,Inversión Smart,Sitio Web,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Oeste,,
359,2024-10-06,Seguro Familiar,Sitio Web,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Nuevo,Norte,,
360,2024-05-02,Tarjeta Oro Premium,Email,"Perdí dinero con las inversiones, pésimo asesoramiento",2,Nuevo,Oeste,,
361,2024-10-25,Tarjeta Oro Premium,App Móvil,"Las inversiones han dado buenos resultados, plataforma confiable",5,Existente,Este,,
362,2024-07-06,Crédito Hipotecario,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Sur,,
363,2024-03-18,Crédito Hipotecario,Sucursal,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Existente,Centro,,
364,2024-06-17,Cuenta Digital,Call Center,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Nuevo,Sur,,
365,2024-11-21,Tarjeta Oro Premium,Sitio Web,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Nuevo,Norte,,
366,2024-06-15,Crédito Hipotecario,Sucursal,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Norte,,
367,2024-08-08,Cuenta Digital,Call Center,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Sur,,
368,2024-04-13,Seguro Familiar,Sitio Web,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Nuevo,Oeste,,
369,2024-07-07,Tarjeta Oro Premium,Sucursal,"Atención presencial excelente, pero por teléfono son muy lentos",3,Nuevo,Centro,,
370,2024-06-02,Tarjeta Oro Premium,Sucursal,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Este,,
371,2024-10-12,Crédito Hipotecario,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Oeste,,
372,2024-04-18,Seguro Familiar,App Móvil,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Existente,Sur,,
373,2024-06-15,Crédito Hipotecario,Email,"Las inversiones han dado buenos resultados, plataforma confiable",4,Nuevo,Oeste,,
374,2024-07-07,Cuenta Digital,Sucursal,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Este,,
375,2024-12-15,Cuenta Digital,App Móvil,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Este,,
376,2024-01-17,Crédito Hipotecario,Email,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Existente,Sur,,
377,2024-11-24,Inversión Smart,Call Center,Sistema siempre en mantenimiento cuando lo necesito,2,Existente,Este,,
378,2024-05-18,Tarjeta Oro Premium,Sitio Web,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Nuevo,Oeste,,
379,2024-12-17,Crédito Hipotecario,Email,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Centro,,
380,2024-02-06,Crédito Hipotecario,Call Center,Documentación excesiva y procesos muy burocráticos,2,Existente,Sur,,
381,2024-11-04,Tarjeta Oro Premium,Email,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Nuevo,Norte,,
382,2024-07-17,Crédito Hipotecario,Email,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Sur,,
383,2024-12-07,Inversión Smart,App Móvil,"La app se cuelga constantemente, es muy frustrante",1,Existente,Este,,
384,2024-02-21,Cuenta Digital,App Móvil,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Existente,Oeste,,
385,2024-02-28,Inversión Smart,Sitio Web,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Nuevo,Oeste,,
386,2024-07-27,Tarjeta Oro Premium,Email,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Oeste,,
387,2024-09-22,Seguro Familiar,Sucursal,"Tasas de interés altísimas, no son competitivos para nada",1,Nuevo,Norte,,
388,2024-01-07,Cuenta Digital,Sitio Web,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Centro,,
389,2024-08-22,Seguro Familiar,Email,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Nuevo,Centro,,
390,2024-02-07,Crédito Hipotecario,Sitio Web,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Existente,Oeste,,
391,2024-06-05,Seguro Familiar,Sucursal,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Nuevo,Sur,,
392,2024-01-12,Seguro Familiar,Call Center,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Existente,Norte,,
393,2024-04-27,Tarjeta Oro Premium,App Móvil,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Centro,,
394,2024-12-02,Inversión Smart,Call Center,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Oeste,,
395,2024-09-28,Crédito Hipotecario,Call Center,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Centro,,
396,2024-02-11,Tarjeta Oro Premium,Sucursal,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Oeste,,
397,2024-05-05,Seguro Familiar,Call Center,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Este,,
398,2024-07-15,Seguro Familiar,App Móvil,"La app se cuelga constantemente, es muy frustrante",1,Nuevo,Norte,,
399,2024-10-28,Tarjeta Oro Premium,Email,La interfaz del homebanking es moderna y muy segura,4,Nuevo,Norte,,
400,2024-05-26,Seguro Familiar,Sitio Web,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Existente,Oeste,,
401,2024-12-27,Cuenta Digital,Email,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Existente,Centro,,
402,2024-04-11,Cuenta Digital,Sucursal,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Sur,,
403,2024-08-02,Tarjeta Oro Premium,Email,La interfaz del homebanking es moderna y muy segura,5,Existente,Norte,,
404,2024-03-26,Tarjeta Oro Premium,App Móvil,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Este,,
405,2024-05-16,Seguro Familiar,Sitio Web,"Perdí dinero con las inversiones, pésimo asesoramiento",1,Existente,Centro,,
406,2024-06-05,Seguro Familiar,Email,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Nuevo,Oeste,,
407,2024-07-26,Crédito Hipotecario,Sucursal,"Perdí dinero con las inversiones, pésimo asesoramiento",2,Nuevo,Centro,,
408,2024-12-20,Inversión Smart,Email,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Este,,
409,2024-12-23,Inversión Smart,Sucursal,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Este,,
410,2024-02-18,Tarjeta Oro Premium,App Móvil,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Nuevo,Oeste,,
411,2024-09-18,Seguro Familiar,Sucursal,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Centro,,
412,2024-03-17,Cuenta Digital,Call Center,Sistema siempre en mantenimiento cuando lo necesito,1,Nuevo,Sur,,
413,2024-03-05,Crédito Hipotecario,Sucursal,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Existente,Centro,,
414,2024-05-05,Seguro Familiar,Email,Los asesores son muy profesionales y me explicaron todo claramente,5,Existente,Oeste,,
415,2024-03-04,Inversión Smart,App Móvil,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Nuevo,Este,,
416,2024-10-09,Crédito Hipotecario,Call Center,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Centro,,
417,2024-08-24,Cuenta Digital,Sitio Web,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Existente,Norte,,
418,2024-02-28,Cuenta Digital,Sitio Web,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Sur,,
419,2024-07-02,Cuenta Digital,Email,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Norte,,
420,2024-04-25,Seguro Familiar,Sitio Web,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Norte,,
421,2024-05-14,Crédito Hipotecario,Sucursal,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Sur,,
422,2024-01-01,Inversión Smart,App Móvil,"Las inversiones han dado buenos resultados, plataforma confiable",5,Existente,Oeste,,
423,2024-12-05,Seguro Familiar,Email,Sistema siempre en mantenimiento cuando lo necesito,1,Existente,Norte,,
424,2024-07-26,Inversión Smart,Sitio Web,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Centro,,
425,2024-07-10,Seguro Familiar,Email,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",2,Existente,Centro,,
426,2024-10-06,Cuenta Digital,Sucursal,"La app se cuelga constantemente, es muy frustrante",2,Existente,Centro,,
427,2024-01-14,Seguro Familiar,Email,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Oeste,,
428,2024-03-27,Cuenta Digital,Email,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Oeste,,
429,2024-01-13,Inversión Smart,Sitio Web,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Nuevo,Este,,
430,2024-12-17,Seguro Familiar,Email,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Nuevo,Este,,
